pH_before,TDS_before,Turbidity_before,Temperature_before,Pressure_before,pH_after,TDS_after,Turbidity_after,Temperature_after,Efficiency,TDS_Reduction,Turbidity_Reduction,pH_Change,Water_Status,Membrane_Status
7.01,3418,15.57,39.7,4.97,7.13,300,2.38,38.9,91.22,3118,13.19,0.12,Acceptable,Healthy
6.82,3744,48.28,19.7,3.16,7.05,2016,6.78,20.1,46.15,1728,41.5,0.23,Poor,Replace
6.61,1828,23.81,39.5,1.93,7.33,236,4.75,38.6,87.09,1592,19.06,0.72,Poor,Healthy
7.56,3851,29.85,31.7,5.49,7.37,653,2.03,31.2,83.04,3198,27.82,-0.19,Acceptable,Needs Cleaning
7.46,4902,49.75,38.6,1.11,7.36,1667,12.33,39.1,65.99,3235,37.42,-0.1,Poor,Needs Cleaning
7.43,757,24.37,25.8,5.74,6.98,407,5.18,26.3,46.24,350,19.19,-0.45,Poor,Replace
7.38,4022,6.72,31,5.13,7.03,2463,1.27,30.5,38.76,1559,5.45,-0.35,Poor,Replace
8.7,3635,27.76,29.6,4.44,6.59,2420,2.57,29.5,33.43,1215,25.19,-2.11,Poor,Replace
7.47,3477,49.12,24.1,5.35,7.04,2260,12.4,24.8,35,1217,36.72,-0.43,Poor,Replace
7.21,2600,26.62,37.3,5.63,7.22,1268,4.86,36.4,51.23,1332,21.76,0.01,Poor,Replace
8.75,3632,15.07,39.5,4.65,6.57,1788,2.08,39.9,50.77,1844,12.99,-2.18,Poor,Replace
8.01,1218,18.02,19,3.36,6.92,101,2.42,18.6,91.71,1117,15.6,-1.09,Acceptable,Healthy
7.1,2545,5.41,39.9,1.33,7.41,749,0.45,39.9,70.57,1796,4.96,0.31,Acceptable,Needs Cleaning
8.45,985,47.99,24.6,4.4,7.32,599,3.91,24.4,39.19,386,44.08,-1.13,Poor,Replace
8.33,2379,5.78,27.2,3.88,7.15,671,0.61,26.9,71.79,1708,5.17,-1.18,Acceptable,Needs Cleaning
7.42,1344,17.07,34.3,1.16,7.05,691,3.8,34.4,48.59,653,13.27,-0.37,Poor,Replace
7.75,3227,26.35,33.2,3.74,7.14,315,4.86,32.5,90.24,2912,21.49,-0.61,Poor,Healthy
6.64,1182,16.24,30.1,6,7.34,338,2.19,30,71.4,844,14.05,0.7,Acceptable,Needs Cleaning
7.5,1917,14.52,23.3,4.95,6.89,283,1.88,23.1,85.24,1634,12.64,-0.61,Acceptable,Healthy
6.99,865,32.96,30.2,1.45,6.95,289,7.35,30,66.59,576,25.61,-0.04,Poor,Needs Cleaning
6.84,1063,12.9,18.7,5.7,7.27,124,1.61,18,88.33,939,11.29,0.43,Acceptable,Healthy
7.34,1654,34.43,25.5,3.66,6.55,372,7.59,24.6,77.51,1282,26.84,-0.79,Poor,Needs Cleaning
7.81,3673,40.98,27.6,5.99,6.57,1043,10,28.1,71.6,2630,30.98,-1.24,Poor,Needs Cleaning
7.8,3932,19.44,22.6,1.81,7.2,1617,2.86,23,58.88,2315,16.58,-0.6,Poor,Replace
6.99,3565,16.92,28.6,1.74,6.52,427,3.6,28.4,88.02,3138,13.32,-0.47,Poor,Healthy
8.55,4499,47.27,26.2,2.66,7.28,2558,12.94,25.3,43.14,1941,34.33,-1.27,Poor,Replace
8.5,3033,40.98,30.7,1.08,6.92,1017,7.17,30.8,66.47,2016,33.81,-1.58,Poor,Needs Cleaning
7,4512,9.36,28.4,4.25,6.52,1259,2.8,27.9,72.1,3253,6.56,-0.48,Poor,Needs Cleaning
7.17,3707,39.82,37.3,1.28,7.18,216,6.69,38.2,94.17,3491,33.13,0.01,Poor,Healthy
6.77,2892,35.78,27.8,2.25,6.7,1527,6.16,27.5,47.2,1365,29.62,-0.07,Poor,Replace
7.21,4713,12.13,23.7,2.49,7.23,274,2.62,23.6,94.19,4439,9.51,0.02,Acceptable,Healthy
6.86,2038,42.11,19.3,2.64,6.73,1214,9.8,20.1,40.43,824,32.31,-0.13,Poor,Replace
7.52,4618,9.34,31.7,4.01,6.77,632,1.37,32.4,86.31,3986,7.97,-0.75,Acceptable,Healthy
8.06,4165,43.07,38.3,5.1,6.55,373,7.6,37.5,91.04,3792,35.47,-1.51,Poor,Healthy
8.2,4775,14.06,22.6,5.98,6.55,660,3.2,21.6,86.18,4115,10.86,-1.65,Poor,Healthy
7.55,2204,29.58,39.9,4.51,7.14,376,5.2,39.8,82.94,1828,24.38,-0.41,Poor,Needs Cleaning
8.27,1742,12.84,39.3,4.92,7.02,832,1.14,38.9,52.24,910,11.7,-1.25,Acceptable,Replace
7.32,3391,2.51,21.2,5.36,6.55,2081,0.32,21.9,38.63,1310,2.19,-0.77,Poor,Replace
8.31,4610,40.17,18.4,2.63,7.2,280,3.33,18,93.93,4330,36.84,-1.11,Poor,Healthy
7.81,554,30.35,19.8,2.96,7.11,67,4.51,19.1,87.91,487,25.84,-0.7,Poor,Healthy
6.58,1408,34.55,16.6,2.36,7.48,199,2.75,17.5,85.87,1209,31.8,0.9,Acceptable,Healthy
8.62,2294,25.03,39.8,5.59,6.7,1559,2.92,40.3,32.04,735,22.11,-1.92,Poor,Replace
7.39,2205,29.62,37.6,2.07,7.16,1494,1.79,38.3,32.24,711,27.83,-0.23,Poor,Replace
6.79,2924,28.68,30.4,3.93,7.27,216,4,29.7,92.61,2708,24.68,0.48,Poor,Healthy
6.87,3406,4.27,20.8,4.98,7.04,1176,0.94,20.8,65.47,2230,3.33,0.17,Poor,Needs Cleaning
8.62,4946,42.53,28.2,1.82,6.52,1869,3.74,28.1,62.21,3077,38.79,-2.1,Poor,Needs Cleaning
7.64,619,15.5,19.1,4.87,6.98,318,1.21,18.2,48.63,301,14.29,-0.66,Acceptable,Replace
8.05,2723,22.33,29.8,3.69,7.2,1224,5.33,30.4,55.05,1499,17,-0.85,Poor,Replace
7.49,4864,25.46,37.8,5.87,6.63,559,5.98,36.9,88.51,4305,19.48,-0.86,Poor,Healthy
7.67,3519,17.4,34.6,5.07,7.21,1345,4.49,35.4,61.78,2174,12.91,-0.46,Poor,Needs Cleaning
6.86,892,1.45,18.4,4.86,6.93,80,0.33,18.2,91.03,812,1.12,0.07,Excellent,Healthy
7.6,2929,43.47,28,4.92,6.69,272,3.63,28.6,90.71,2657,39.84,-0.91,Poor,Healthy
8.28,2380,44.01,27.7,4.9,6.57,660,4.67,28.1,72.27,1720,39.34,-1.71,Poor,Needs Cleaning
8.13,1059,17.47,24.8,1.01,7.35,56,3.55,25.7,94.71,1003,13.92,-0.78,Poor,Healthy
7.45,3016,48.3,33.5,5.69,6.63,344,10.54,33.5,88.59,2672,37.76,-0.82,Poor,Healthy
8.62,2080,11.17,20.2,1.47,6.54,177,3.06,19.3,91.49,1903,8.11,-2.08,Poor,Healthy
8.01,1591,3.73,32.3,4.98,7.05,853,0.21,32.1,46.39,738,3.52,-0.96,Acceptable,Replace
7.41,1253,48.73,25.4,3.64,6.67,691,10.4,25.3,44.85,562,38.33,-0.74,Poor,Replace
7.89,2826,3.32,29.1,2.37,7.13,338,0.69,28.9,88.04,2488,2.63,-0.76,Excellent,Healthy
7.2,1029,39.19,26.1,3.02,6.56,572,7.22,26.5,44.41,457,31.97,-0.64,Poor,Replace
6.62,625,5.08,30.9,2.22,6.99,381,0.93,29.9,39.04,244,4.15,0.37,Excellent,Replace
8.05,1397,19.52,37.5,4.4,7.07,370,3.64,38.4,73.51,1027,15.88,-0.98,Poor,Needs Cleaning
7.86,4859,16.89,18.1,3.51,6.83,2872,3.78,18.8,40.89,1987,13.11,-1.03,Poor,Replace
7.25,2906,32.24,32.9,2.83,6.8,285,5.19,31.9,90.19,2621,27.05,-0.45,Poor,Healthy
7.93,1166,20.38,15.3,2.03,7.06,237,5.49,15.8,79.67,929,14.89,-0.87,Poor,Needs Cleaning
8.69,3336,44.34,37.3,2.58,7.34,1614,12.67,36.6,51.62,1722,31.67,-1.35,Poor,Replace
8.62,4095,2.06,22.4,4.41,6.93,208,0.13,22.5,94.92,3887,1.93,-1.69,Excellent,Healthy
6.74,2997,21.08,27,5.64,6.95,1963,1.5,26.5,34.5,1034,19.58,0.21,Poor,Replace
6.98,2372,7.09,19.8,3.46,7.14,658,0.64,19.6,72.26,1714,6.45,0.16,Acceptable,Needs Cleaning
8.34,891,14.3,33.2,4.98,6.51,302,3.89,33.7,66.11,589,10.41,-1.83,Poor,Needs Cleaning
7.88,4424,11.65,38.9,4.25,7.22,1917,3.32,38.1,56.67,2507,8.33,-0.66,Poor,Replace
6.79,767,31.03,17,3.09,6.72,173,8.04,18,77.44,594,22.99,-0.07,Poor,Needs Cleaning
8.49,4600,13.54,26.4,2.82,6.63,282,4.02,25.4,93.87,4318,9.52,-1.86,Poor,Healthy
6.87,4838,44.55,39.9,5.21,7.4,1685,11.82,39.9,65.17,3153,32.73,0.53,Poor,Needs Cleaning
7.86,2748,5.85,32.9,2.11,7.17,751,1.61,33.5,72.67,1997,4.24,-0.69,Acceptable,Needs Cleaning
8.69,527,14.64,30.3,3.67,6.72,225,2.43,29.3,57.31,302,12.21,-1.97,Acceptable,Replace
7.42,883,2.07,32.3,2.27,6.85,439,0.28,33,50.28,444,1.79,-0.57,Excellent,Replace
8.41,605,11.54,37.5,3.39,6.78,370,2.38,37.4,38.84,235,9.16,-1.63,Acceptable,Replace
7.67,1672,4.75,38.6,1.23,7.14,477,1.29,38.8,71.47,1195,3.46,-0.53,Acceptable,Needs Cleaning
8.2,2167,26.43,21.2,3.29,6.83,174,2.01,21.2,91.97,1993,24.42,-1.37,Acceptable,Healthy
8.35,1822,33.25,32.6,1.26,7.37,905,6.51,33.4,50.33,917,26.74,-0.98,Poor,Replace
8.11,3038,39.51,36.3,2.94,6.9,250,6.35,36.1,91.77,2788,33.16,-1.21,Poor,Healthy
8.65,4233,18.12,27.8,2.87,7.32,1726,3.74,27.8,59.23,2507,14.38,-1.33,Poor,Replace
7.34,1496,10.31,25.7,3.72,6.84,432,1.54,25,71.12,1064,8.77,-0.5,Acceptable,Needs Cleaning
8.15,2331,2.21,38.4,4.66,6.78,1235,0.49,38.7,47.02,1096,1.72,-1.37,Poor,Replace
7.99,3434,19.01,21.4,5.63,7.31,1772,4.22,21.5,48.4,1662,14.79,-0.68,Poor,Replace
7.18,1865,41.23,22.1,1.38,7.34,392,6.15,21.8,78.98,1473,35.08,0.16,Poor,Needs Cleaning
7.05,2138,47.98,30.6,1.61,7.42,201,9.72,30.2,90.6,1937,38.26,0.37,Poor,Healthy
6.73,3434,25.29,25.2,3.09,7.49,674,4.24,26,80.37,2760,21.05,0.76,Poor,Needs Cleaning
8.11,4641,46.69,27.8,3.4,6.69,1311,5.91,28.1,71.75,3330,40.78,-1.42,Poor,Needs Cleaning
7.89,2384,19.39,17.1,4.53,7.44,442,1.22,16.3,81.46,1942,18.17,-0.45,Acceptable,Needs Cleaning
6.58,4731,27.79,36.1,2.34,6.87,444,7.48,36.5,90.62,4287,20.31,0.29,Poor,Healthy
8.46,713,11.01,34.8,1.43,7.3,414,2.54,35.8,41.94,299,8.47,-1.16,Acceptable,Replace
8.19,4575,40.07,36.9,5.46,6.85,1416,11.49,36.5,69.05,3159,28.58,-1.34,Poor,Needs Cleaning
7.41,1392,40.91,37.8,3.58,6.77,148,11.66,37.6,89.37,1244,29.25,-0.64,Poor,Healthy
7.48,4641,11.66,29.3,4.63,6.79,640,1.18,28.8,86.21,4001,10.48,-0.69,Acceptable,Healthy
7.3,4136,7.39,15.3,3.05,7.48,518,0.49,15.1,87.48,3618,6.9,0.18,Acceptable,Healthy
6.91,3832,31.18,25,5.28,7.43,2316,4.99,25.3,39.56,1516,26.19,0.52,Poor,Replace
8.35,3870,27.97,37.5,2.26,6.77,346,4.52,38.4,91.06,3524,23.45,-1.58,Poor,Healthy
6.5,1721,40.05,36.8,2.61,6.97,1101,10.44,37.1,36.03,620,29.61,0.47,Poor,Replace
7.66,1489,46.15,24.2,1.24,6.98,492,11.82,23.9,66.96,997,34.33,-0.68,Poor,Needs Cleaning
7.08,2885,31.48,30,5.75,6.89,895,6.6,29.3,68.98,1990,24.88,-0.19,Poor,Needs Cleaning
6.51,1217,32.81,23.6,4.42,7.43,478,2.79,23.9,60.72,739,30.02,0.92,Acceptable,Needs Cleaning
7.21,3871,6.21,28.9,5.87,6.73,383,0.53,29.2,90.11,3488,5.68,-0.48,Excellent,Healthy
6.85,4174,45.25,33.8,2.11,7.29,391,11.62,33.7,90.63,3783,33.63,0.44,Poor,Healthy
7.54,4613,41.18,34.1,4.14,6.72,2830,5.67,33.8,38.65,1783,35.51,-0.82,Poor,Replace
7.82,2863,9.84,31.7,1.69,7.15,1645,1.83,31.7,42.54,1218,8.01,-0.67,Poor,Replace
8.29,2593,18.88,20,2.39,7.14,332,2.74,20.6,87.2,2261,16.14,-1.15,Acceptable,Healthy
6.5,1339,42.97,17.8,3.88,6.67,213,9.38,17.6,84.09,1126,33.59,0.17,Poor,Needs Cleaning
8.56,2049,1,35.6,5.89,7.05,792,0.06,36.6,61.35,1257,0.94,-1.51,Acceptable,Needs Cleaning
8.69,4531,12.39,24.7,2.6,7.22,1890,3.35,24.7,58.29,2641,9.04,-1.47,Poor,Replace
7.14,4576,8.62,36.5,2.99,6.95,2968,1.06,37.2,35.14,1608,7.56,-0.19,Poor,Replace
6.82,4140,33.44,26.5,1.95,7.04,1135,1.72,26.2,72.58,3005,31.72,0.22,Poor,Needs Cleaning
8.49,2512,44.77,27.2,4.98,7.49,185,2.83,26.4,92.64,2327,41.94,-1,Acceptable,Healthy
6.56,1500,42.03,24.4,3.28,7.33,644,11.29,24.3,57.07,856,30.74,0.77,Poor,Replace
7.95,2862,12.42,28.8,5.59,7.42,361,3.13,29.2,87.39,2501,9.29,-0.53,Poor,Healthy
8.19,605,24.88,33.4,1.82,6.5,406,7.08,32.8,32.89,199,17.8,-1.69,Poor,Replace
7.35,1965,10.83,32.4,3.06,7.47,182,2.77,31.6,90.74,1783,8.06,0.12,Acceptable,Healthy
7.9,4132,40.11,29,4.62,6.51,241,5.67,28.8,94.17,3891,34.44,-1.39,Poor,Healthy
6.87,4125,18.74,20.2,5.42,7.27,223,1.3,20.4,94.59,3902,17.44,0.4,Acceptable,Healthy
6.93,2888,14.37,32.9,2.35,7.45,1299,2.24,32.5,55.02,1589,12.13,0.52,Poor,Replace
8.2,3972,9.06,17.4,1.67,7.49,490,1.09,17.5,87.66,3482,7.97,-0.71,Acceptable,Healthy
7.42,2230,31.9,23.6,3.5,6.88,1314,3.87,22.9,41.08,916,28.03,-0.54,Poor,Replace
8.71,2086,19.03,21.4,2.65,7.39,826,2.46,20.8,60.4,1260,16.57,-1.32,Acceptable,Needs Cleaning
6.84,848,29.55,31.8,2.24,6.72,228,7.25,32.6,73.11,620,22.3,-0.12,Poor,Needs Cleaning
6.65,2905,16.01,37.4,5.61,6.88,911,2.14,37.9,68.64,1994,13.87,0.23,Acceptable,Needs Cleaning
7.38,2242,10.66,34.4,5.24,6.52,732,2.51,34.8,67.35,1510,8.15,-0.86,Acceptable,Needs Cleaning
7.85,3250,16.93,37.7,2.98,6.81,424,1.19,38,86.95,2826,15.74,-1.04,Acceptable,Healthy
7.69,1148,17.96,17.6,5.32,7.27,251,1.57,17,78.14,897,16.39,-0.42,Acceptable,Needs Cleaning
8.41,2709,2.16,30.3,3.3,6.84,1162,0.51,30.7,57.11,1547,1.65,-1.57,Poor,Replace
7.47,2083,20.07,29.6,3.33,7.03,1339,5.11,29.1,35.72,744,14.96,-0.44,Poor,Replace
7.94,4232,15.56,34.4,2.72,6.78,2022,2.31,35.3,52.22,2210,13.25,-1.16,Poor,Replace
7.35,2764,35.92,16.8,2.35,6.77,1341,10.26,16.2,51.48,1423,25.66,-0.58,Poor,Replace
8.05,531,16.09,16.9,1.37,7.3,108,0.91,16.1,79.66,423,15.18,-0.75,Excellent,Needs Cleaning
6.73,3393,44.74,22.6,3.36,6.64,644,9.35,23.5,81.02,2749,35.39,-0.09,Poor,Needs Cleaning
7.64,2890,21.79,18.9,5.08,6.81,1591,2.04,19.5,44.95,1299,19.75,-0.83,Poor,Replace
7.88,4244,3.9,34.6,2.46,6.68,562,0.93,34.1,86.76,3682,2.97,-1.2,Acceptable,Healthy
6.95,668,7.48,18.9,4.45,7.35,36,0.42,19.6,94.61,632,7.06,0.4,Excellent,Healthy
8.24,2710,2.5,32,5.45,6.8,904,0.35,31.6,66.64,1806,2.15,-1.44,Acceptable,Needs Cleaning
6.97,2461,43.92,25.1,3.51,6.81,1071,9.75,25.1,56.48,1390,34.17,-0.16,Poor,Replace
8.79,4214,2.15,16.5,5.9,6.63,980,0.27,15.7,76.74,3234,1.88,-2.16,Acceptable,Needs Cleaning
7.37,4949,21.44,32.5,5.62,6.63,3413,3.61,31.5,31.04,1536,17.83,-0.74,Poor,Replace
8.7,1969,40.19,37.9,4.3,7,445,2.93,37.6,77.4,1524,37.26,-1.7,Acceptable,Needs Cleaning
7.11,3648,29.62,23.7,4.96,7.43,1440,6.14,24.3,60.53,2208,23.48,0.32,Poor,Needs Cleaning
6.56,1657,36.76,24.5,4.16,7.47,871,6.07,24.7,47.44,786,30.69,0.91,Poor,Replace
7.99,3987,11.25,33.2,5.01,6.62,1505,2.04,33,62.25,2482,9.21,-1.37,Poor,Needs Cleaning
6.92,4324,34.35,32.6,1.34,7.18,500,3.86,33.4,88.44,3824,30.49,0.26,Poor,Healthy
8.62,2808,22.04,16.4,5.26,7.22,964,4.72,16.1,65.67,1844,17.32,-1.4,Poor,Needs Cleaning
6.74,4142,29.13,31,2.12,7.07,2356,3.2,31.1,43.12,1786,25.93,0.33,Poor,Replace
8.12,930,7.74,30.7,3.58,7.47,295,2.28,30,68.28,635,5.46,-0.65,Acceptable,Needs Cleaning
8.58,2679,18.3,37,2.83,6.71,1596,5.04,37.7,40.43,1083,13.26,-1.87,Poor,Replace
7.41,1937,11.3,16.2,5.17,7.46,154,1.47,16.4,92.05,1783,9.83,0.05,Acceptable,Healthy
6.59,2866,20.96,39.3,5,6.7,395,4.28,39.6,86.22,2471,16.68,0.11,Poor,Healthy
8.67,1942,9.57,35.4,3.84,7.29,157,2.72,36.1,91.92,1785,6.85,-1.38,Acceptable,Healthy
6.88,544,1.57,25.4,1.84,7.27,281,0.12,24.8,48.35,263,1.45,0.39,Excellent,Replace
6.52,2526,22.52,35.2,1.02,7.18,464,5.92,34.6,81.63,2062,16.6,0.66,Poor,Needs Cleaning
7.38,4546,37.78,35.3,4.47,6.9,497,11.31,36,89.07,4049,26.47,-0.48,Poor,Healthy
6.89,824,39.91,26.9,1.55,7.22,86,6.81,27.9,89.56,738,33.1,0.33,Poor,Healthy
8.39,3420,17.2,31.5,5.97,6.51,283,4.79,30.9,91.73,3137,12.41,-1.88,Poor,Healthy
7.18,2097,10.1,27.1,1.93,7.11,1251,2.27,27.5,40.34,846,7.83,-0.07,Poor,Replace
6.85,2572,30.56,29.1,3.42,7.01,1465,8.27,30.1,43.04,1107,22.29,0.16,Poor,Replace
8.75,4531,22.6,20.8,2.75,7.29,814,6.17,20.8,82.03,3717,16.43,-1.46,Poor,Needs Cleaning
7.16,2354,40.41,39.9,5.04,6.57,248,2.78,39.8,89.46,2106,37.63,-0.59,Acceptable,Healthy
7.74,3931,2.08,33.9,4.93,6.77,368,0.44,33.8,90.64,3563,1.64,-0.97,Excellent,Healthy
7.62,4470,8.6,21.2,1.04,7.19,940,1,20.3,78.97,3530,7.6,-0.43,Acceptable,Needs Cleaning
6.73,3083,12.14,17.9,1.25,7.32,1430,3.13,18.6,53.62,1653,9.01,0.59,Poor,Replace
6.52,1313,44.55,16.5,3.96,7.46,496,11.08,16.4,62.22,817,33.47,0.94,Poor,Needs Cleaning
8.26,3367,22.46,16.5,2.62,6.91,841,5.68,16.9,75.02,2526,16.78,-1.35,Poor,Needs Cleaning
7.24,4448,28.82,31.2,3.16,6.54,2464,2.31,32,44.6,1984,26.51,-0.7,Poor,Replace
7.33,920,38.71,16.1,2.71,7.18,399,9.43,16.9,56.63,521,29.28,-0.15,Poor,Replace
8.27,4161,33.57,37.3,3.59,6.97,1271,9.36,38,69.45,2890,24.21,-1.3,Poor,Needs Cleaning
8.49,3959,22.46,25.3,4.69,6.66,755,6.55,26.1,80.93,3204,15.91,-1.83,Poor,Needs Cleaning
7.61,672,38.26,16.2,4.53,7.38,88,7.22,16.2,86.9,584,31.04,-0.23,Poor,Healthy
8.74,3145,43.68,32.1,2.33,6.73,519,13.08,32.3,83.5,2626,30.6,-2.01,Poor,Needs Cleaning
7.15,2374,40.33,21.7,3.19,7.13,337,8.51,21.5,85.8,2037,31.82,-0.02,Poor,Healthy
7.39,4336,32.52,21.5,3.02,7.26,2373,8.37,20.9,45.27,1963,24.15,-0.13,Poor,Replace
6.89,3413,33.35,38,2.21,7.32,909,3.07,38.1,73.37,2504,30.28,0.43,Poor,Needs Cleaning
6.95,3465,18.86,27.9,4.1,7.44,2050,5.16,28.3,40.84,1415,13.7,0.49,Poor,Replace
7.21,2188,33.95,34.7,5.18,7.14,308,2.05,34.6,85.92,1880,31.9,-0.07,Acceptable,Healthy
7.67,4350,40.56,16.8,3.74,7.45,1238,10.67,17.1,71.54,3112,29.89,-0.22,Poor,Needs Cleaning
7.68,3976,41.43,26.1,5.5,6.89,1860,4.61,26,53.22,2116,36.82,-0.79,Poor,Replace
8.07,3112,39.21,20.7,1.23,6.63,333,10.59,20.4,89.3,2779,28.62,-1.44,Poor,Healthy
6.57,2007,21.32,20,1.29,7.39,1085,4.96,19.8,45.94,922,16.36,0.82,Poor,Replace
7.16,2066,31.76,39.1,1.33,7.31,184,2.91,39.6,91.09,1882,28.85,0.15,Acceptable,Healthy
7.38,720,34.13,18.7,5.19,6.66,297,3.4,19.6,58.75,423,30.73,-0.72,Poor,Replace
8.78,4090,29,29.5,4.81,7.3,2591,1.52,28.7,36.65,1499,27.48,-1.48,Poor,Replace
8.67,3998,49.14,26.3,3.9,7.5,2029,3.29,26.8,49.25,1969,45.85,-1.17,Poor,Replace
8.01,4593,11.95,34.1,1.16,7.46,404,1.93,35,91.2,4189,10.02,-0.55,Acceptable,Healthy
8.44,3793,39.01,38.8,5.14,7.41,2091,10.03,37.9,44.87,1702,28.98,-1.03,Poor,Replace
8.18,3950,24.76,32.7,3.16,7.25,840,5.89,33.2,78.73,3110,18.87,-0.93,Poor,Needs Cleaning
7,3320,11.99,24.8,2.98,6.54,1182,1.39,25.5,64.4,2138,10.6,-0.46,Poor,Needs Cleaning
6.67,1486,34.5,39.3,4.34,7.3,789,7.03,38.8,46.9,697,27.47,0.63,Poor,Replace
8.71,1509,29.32,34.7,1.84,6.89,288,2.18,34.7,80.91,1221,27.14,-1.82,Acceptable,Needs Cleaning
8.65,661,39.88,31,5.72,6.61,229,6.85,30.8,65.36,432,33.03,-2.04,Poor,Needs Cleaning
6.76,3678,24.42,33.3,1.59,6.69,1939,6.85,34.1,47.28,1739,17.57,-0.07,Poor,Replace
8.02,1735,29.03,17.3,4.33,7.08,200,4.18,16.3,88.47,1535,24.85,-0.94,Poor,Healthy
8.51,1839,32.17,21.1,4.94,6.82,505,5.25,20.9,72.54,1334,26.92,-1.69,Poor,Needs Cleaning
8.07,4327,8.56,30,3.53,7.11,2771,1.62,29.6,35.96,1556,6.94,-0.96,Poor,Replace
8.42,2911,4.21,20,2.78,7.15,1321,0.57,19.2,54.62,1590,3.64,-1.27,Poor,Replace
7.84,4155,37.34,20.7,3.74,7.26,568,8.58,21.3,86.33,3587,28.76,-0.58,Poor,Healthy
7.02,1744,18.3,37.9,4.16,6.88,1105,3.56,37,36.64,639,14.74,-0.14,Poor,Replace
7.71,3023,10.06,18.7,3.98,7.34,240,1.39,17.8,92.06,2783,8.67,-0.37,Acceptable,Healthy
7.06,2554,21.29,15.6,2.4,6.62,241,3.92,15.9,90.56,2313,17.37,-0.44,Poor,Healthy
8.08,4680,18.01,17.7,5.73,6.9,2297,5.11,17,50.92,2383,12.9,-1.18,Poor,Replace
7.63,4685,19.15,27.2,2.51,7.07,2789,2.31,27.5,40.47,1896,16.84,-0.56,Poor,Replace
7.18,3019,35.88,17.8,3.15,6.9,955,8.63,18.4,68.37,2064,27.25,-0.28,Poor,Needs Cleaning
6.83,1020,16.88,25.2,4.67,6.96,178,3.79,24.4,82.55,842,13.09,0.13,Poor,Needs Cleaning
7.99,4831,8.99,23.5,5.34,7.29,643,1.12,23.8,86.69,4188,7.87,-0.7,Acceptable,Healthy
7.43,870,38.06,38,1.85,7.15,59,2.63,38.2,93.22,811,35.43,-0.28,Acceptable,Healthy
7.1,3244,8.76,32.6,5.87,7.48,570,2.02,33.4,82.43,2674,6.74,0.38,Acceptable,Needs Cleaning
8.44,3165,36.7,36,4.4,6.82,1594,9.82,36.2,49.64,1571,26.88,-1.62,Poor,Replace
7.58,4789,1.79,35.1,1.4,7.43,698,0.41,35.8,85.42,4091,1.38,-0.15,Acceptable,Healthy
6.83,3291,4.62,25.1,2.56,6.65,498,0.87,25,84.87,2793,3.75,-0.18,Excellent,Needs Cleaning
8.15,1442,2.06,32.6,2.42,6.87,373,0.15,32,74.13,1069,1.91,-1.28,Excellent,Needs Cleaning
7.09,2306,1.72,32,2.64,6.67,1449,0.29,31.1,37.16,857,1.43,-0.42,Poor,Replace
6.94,1585,36.57,15.9,4.7,7.21,633,8.85,16,60.06,952,27.72,0.27,Poor,Needs Cleaning
8.39,1074,38.71,27.8,5.87,7.16,282,8.17,28.2,73.74,792,30.54,-1.23,Poor,Needs Cleaning
6.99,2400,10.71,29,3.75,7.29,872,1.05,28.7,63.67,1528,9.66,0.3,Acceptable,Needs Cleaning
8.58,4980,16.29,38.6,1.51,6.7,1726,4.56,37.6,65.34,3254,11.73,-1.88,Poor,Needs Cleaning
8.68,558,11.32,28.1,3.9,6.94,311,2.71,28.2,44.27,247,8.61,-1.74,Acceptable,Replace
8.68,2373,1.86,35.3,4.92,6.6,1452,0.29,35.9,38.81,921,1.57,-2.08,Poor,Replace
8.24,3347,14.26,28.9,3.88,6.99,1195,2.24,29.5,64.3,2152,12.02,-1.25,Poor,Needs Cleaning
6.79,2491,18.05,21.5,2.79,7.44,1337,2.08,20.5,46.33,1154,15.97,0.65,Poor,Replace
8.29,2628,3.1,15.3,5.13,6.77,344,0.62,15.3,86.91,2284,2.48,-1.52,Excellent,Healthy
8.31,1933,11.44,20.3,5.7,7.04,646,2.54,21.2,66.58,1287,8.9,-1.27,Acceptable,Needs Cleaning
8.19,2160,38.37,35.4,2.77,6.72,371,4.8,36.3,82.82,1789,33.57,-1.47,Poor,Needs Cleaning
7.45,2407,15.21,28.3,1.87,7.38,1393,2.8,27.5,42.13,1014,12.41,-0.07,Poor,Replace
8.53,3244,29.71,30.5,5.95,7.35,414,3.19,31.4,87.24,2830,26.52,-1.18,Poor,Healthy
8.12,2317,13.73,31.9,3.11,6.66,913,2.98,31,60.6,1404,10.75,-1.46,Acceptable,Needs Cleaning
8.49,1632,20.17,21.5,1.71,7.01,319,1.08,22.1,80.45,1313,19.09,-1.48,Acceptable,Needs Cleaning
8.44,1713,29.65,17.6,4.83,7.05,564,6.29,16.6,67.08,1149,23.36,-1.39,Poor,Needs Cleaning
6.56,3193,36.05,32.6,2.1,7.28,1709,6.18,32.5,46.48,1484,29.87,0.72,Poor,Replace
6.66,3882,21.96,24,5.62,6.67,198,5,24.1,94.9,3684,16.96,0.01,Poor,Healthy
8.28,3174,29.67,19.8,5.93,7.48,441,8.72,20.6,86.11,2733,20.95,-0.8,Poor,Healthy
6.57,4155,36.27,32.9,2.91,7.23,2298,9.26,33.6,44.69,1857,27.01,0.66,Poor,Replace
7.21,981,48.28,29.7,2.26,6.75,73,11.64,29.7,92.56,908,36.64,-0.46,Poor,Healthy
